ID,AGE,GENDER,DRIVING_EXPERIENCE,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,Vehicle t ype,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,,,air bag
450113,26-39,male,10-19y,middle class,0.383807902,1,before 2015,0,0,10238,14000,3,0,2,1,Motorcycle,40.65505,-73.95631,"(40.65505, -73.95631)",BEDFORD AVENUE,CLARKSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
137496,40-64,female,20-29y,upper class,0.544068698,1,before 2015,1,1,10238,12000,2,0,3,0,Bus,40.64485,-73.911125,"(40.64485, -73.911125)",REMSEN AVENUE,FOSTER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
28132,16-25,male,0-9y,working class,0.270178089,1,after 2015,0,0,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.677616,-73.975075,"(40.677616, -73.975075)",,,100       STERLING PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
171787,65+,male,20-29y,upper class,0.576897339,1,after 2015,1,1,21217,11000,4,1,0,1,Station Wagon/Sport Utility Vehicle,40.64844,-73.88242,"(40.64844, -73.88242)",PENNSYLVANIA AVENUE,TWIN PINES DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,1
867914,26-39,female,0-9y,upper class,,1,after 2015,0,0,10238,14000,0,0,0,0,Taxi,40.621635,-73.96559,"(40.621635, -73.96559)",,,1117      EAST 10 STREET,1,0,0,0,0,0,0,0,Unspecified,,,1
945932,40-64,female,20-29y,middle class,0.621186659,1,after 2015,0,1,10238,12000,2,0,0,0,Flat Bed,40.608807,-73.924126,"(40.608807, -73.924126)",COLEMAN STREET,AVENUE U,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,,,1
271385,26-39,male,10-19y,upper class,0.722297313,1,before 2015,1,0,10238,10000,2,0,2,0,Sedan,40.803593,-73.919785,"(40.803593, -73.919785)",BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
969530,26-39,female,0-9y,middle class,0.667417696,1,before 2015,1,1,10238,12000,0,0,0,1,Sedan,40.762638,-73.982155,"(40.762638, -73.982155)",,,810       7 AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
331767,40-64,female,20-29y,middle class,,1,before 2015,1,1,92101,11000,2,0,0,0,Box Truck,40.58516,-73.9874,"(40.58516, -73.9874)",BAY 50 STREET,CROPSEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,1
354073,65+,female,0-9y,upper class,0.778362762,0,before 2015,1,1,32765,9000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.71416,-73.989075,"(40.71416, -73.989075)",,,158       EAST BROADWAY,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
816498,26-39,female,10-19y,upper class,,1,before 2015,1,1,92101,10000,1,0,0,0,Sedan,40.828835,-73.82162,"(40.828835, -73.82162)",LOGAN AVENUE,,,2,0,0,0,0,0,2,0,Unspecified,,,1
418062,65+,female,30y+,upper class,0.682465107,0,before 2015,0,1,32765,8000,2,0,5,0,Sedan,40.687023,-73.97621,"(40.687023, -73.97621)",FULTON STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,1
661856,16-25,female,0-9y,middle class,,1,after 2015,0,0,10238,17000,0,0,0,0,Sedan,40.707264,-73.773476,"(40.707264, -73.773476)",HENDERSON AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
915279,40-64,female,0-9y,upper class,0.636944622,1,before 2015,1,0,10238,12000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.85937,-73.9068,"(40.85937, -73.9068)",WEST 183 STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
942899,16-25,female,0-9y,poverty,0.408436787,1,before 2015,0,1,32765,,0,0,0,1,Sedan,40.75076,-73.757835,"(40.75076, -73.757835)",58 AVENUE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,,,1
257789,26-39,male,0-9y,upper class,0.719644363,1,after 2015,0,0,10238,,0,0,0,0,Tow Truck / Wrecker,40.600765,-73.75405,"(40.600765, -73.75405)",,,20-20     NEW HAVEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
971942,26-39,male,10-19y,upper class,0.647977046,1,after 2015,1,1,92101,11000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.83611,-73.92238,"(40.83611, -73.92238)",JEROME AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
269425,40-64,male,0-9y,upper class,0.626638095,1,after 2015,1,0,10238,,0,0,0,0,Sedan,40.76943,-73.91025,"(40.76943, -73.91025)",ASTORIA BOULEVARD,STEINWAY STREET,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
472347,40-64,male,20-29y,middle class,0.465411594,1,before 2015,0,1,10238,14000,3,0,1,0,Sedan,40.664097,-73.90932,"(40.664097, -73.90932)",ROCKAWAY AVENUE,DUMONT AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,,,1
822658,16-25,male,0-9y,working class,0.511626362,1,before 2015,0,0,92101,15000,0,0,0,1,Sedan,40.736183,-73.89687,"(40.736183, -73.89687)",68 STREET,GARFIELD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
801428,40-64,female,0-9y,upper class,0.550168973,1,before 2015,1,0,10238,14000,0,0,0,0,Sedan,40.67347,-73.98121,"(40.67347, -73.98121)",,,340       1 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
699793,16-25,male,0-9y,poverty,0.280058953,0,before 2015,0,1,10238,11000,0,0,0,1,Sedan,40.69221,-73.92293,"(40.69221, -73.92293)",BUSHWICK AVENUE,MENAHAN STREET,,1,0,0,0,1,0,0,0,Unspecified,,,1
131393,26-39,female,10-19y,upper class,0.598630699,0,before 2015,0,0,10238,15000,0,0,0,0,Bus,40.67793,-73.87189,"(40.67793, -73.87189)",,,463       CONDUIT BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
68732,40-64,female,20-29y,upper class,0.705993114,1,before 2015,1,1,32765,10000,3,1,0,0,Sedan,40.759624,-73.99548,"(40.759624, -73.99548)",WEST 42 STREET,10 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
333790,16-25,female,0-9y,poverty,,0,after 2015,0,0,32765,12000,0,0,0,0,Sedan,40.7177,-73.839424,"(40.7177, -73.839424)",,,73-44     AUSTIN STREET,1,0,0,0,0,0,1,0,Turning Improperly,,,1
687330,16-25,male,0-9y,working class,,1,before 2015,1,1,10238,8000,0,0,0,1,Sedan,,,,,,710       Egan street,0,0,0,0,0,0,0,0,Unsafe Speed,,,1
472577,26-39,male,10-19y,working class,0.445853752,0,before 2015,0,0,10238,16000,1,0,0,0,Sedan,40.86804,-73.879105,"(40.86804, -73.879105)",MOSHOLU PARKWAY,SOUTHERN BOULEVARD,,6,0,0,0,0,0,6,0,Unsafe Speed,,,1
947102,40-64,female,10-19y,middle class,0.339405466,1,before 2015,1,1,10238,11000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.698418,-73.80106,"(40.698418, -73.80106)",LIBERTY AVENUE,TUCKERTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
285703,26-39,female,10-19y,working class,0.609001564,1,before 2015,0,0,10238,14000,0,0,0,0,Sedan,40.709072,-73.78964,"(40.709072, -73.78964)",171 STREET,90 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
749180,40-64,female,10-19y,upper class,0.641343976,1,before 2015,1,1,10238,10000,1,0,2,0,Station Wagon/Sport Utility Vehicle,40.66852,-73.890175,"(40.66852, -73.890175)",BLAKE AVENUE,MILLER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
991100,40-64,female,20-29y,upper class,0.542753892,1,after 2015,0,1,10238,,0,0,0,0,Sedan,,,,BEDFORD AVENUE,SHORE PARKWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
808605,26-39,female,10-19y,poverty,0.393021168,0,before 2015,0,1,10238,12000,1,0,0,1,E-Bike,,,,LINDEN BOULEVARD,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
230454,26-39,male,10-19y,middle class,0.66750902,1,before 2015,0,0,10238,14000,2,0,3,0,Sedan,40.751114,-73.98499,"(40.751114, -73.98499)",,,59        WEST 37 STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,1
434271,40-64,female,20-29y,working class,,0,after 2015,0,1,32765,11000,2,1,2,0,Station Wagon/Sport Utility Vehicle,40.820187,-73.890686,"(40.820187, -73.890686)",HUNTS POINT AVENUE,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
727827,16-25,female,0-9y,working class,0.44515672,0,before 2015,0,1,21217,10000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.823303,-73.887115,"(40.823303, -73.887115)",WHITLOCK AVENUE,ALDUS STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
894602,40-64,male,20-29y,upper class,0.591147465,1,before 2015,0,1,10238,10000,2,1,6,0,Sedan,40.680573,-74.00644,"(40.680573, -74.00644)",RICHARDS STREET,,,0,0,0,0,0,0,0,0,Other Vehicular,,,1
955804,40-64,female,10-19y,upper class,0.651104939,0,before 2015,1,1,10238,10000,1,0,1,0,Sedan,,,,BROADWAY AVENUE,WHIPPLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
163142,65+,male,30y+,upper class,0.557101686,1,after 2015,0,1,10238,10000,9,0,3,0,Box Truck,40.714237,-73.994225,"(40.714237, -73.994225)",,,57        DIVISION STREET,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
41884,40-64,female,20-29y,upper class,,1,before 2015,0,1,10238,11000,1,0,1,0,Station Wagon/Sport Utility Vehicle,40.721436,-73.99555,"(40.721436, -73.99555)",,,203       MOTT STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,,,1
754211,26-39,male,10-19y,upper class,0.413676099,0,before 2015,0,1,10238,14000,0,0,3,1,Sedan,40.580166,-73.95254,"(40.580166, -73.95254)",,,74        AMHERST STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
430369,40-64,male,20-29y,working class,0.383753923,0,before 2015,0,1,10238,16000,2,0,6,1,Sedan,40.718456,-73.99482,"(40.718456, -73.99482)",BOWERY,GRAND STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
103184,65+,female,30y+,middle class,0.507586014,0,before 2015,1,1,10238,13000,0,0,7,0,Station Wagon/Sport Utility Vehicle,40.722622,-73.849144,"(40.722622, -73.849144)",YELLOWSTONE BOULEVARD,GERARD PLACE,,0,0,0,0,0,0,0,0,Unspecified,,,1
687248,26-39,male,0-9y,working class,0.502871331,1,after 2015,0,1,10238,16000,0,0,0,0,,40.5763,-73.96854,"(40.5763, -73.96854)",OCEAN PARKWAY,BRIGHTON BEACH AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
513952,26-39,female,0-9y,middle class,0.52087084,1,before 2015,1,1,10238,,0,0,0,0,Sedan,40.619553,-74.13158,"(40.619553, -74.13158)",,,708       JEWETT AVENUE,1,0,1,0,0,0,0,0,,,,1
149400,26-39,male,10-19y,poverty,0.346894071,0,before 2015,0,1,10238,12000,0,0,1,0,Station Wagon/Sport Utility Vehicle,40.72671,-73.80871,"(40.72671, -73.80871)",75 AVENUE,160 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
806194,65+,male,30y+,upper class,0.755024093,0,after 2015,1,1,10238,8000,3,1,10,0,Station Wagon/Sport Utility Vehicle,40.78583,-73.79839,"(40.78583, -73.79839)",CROSS ISLAND PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
189479,16-25,male,0-9y,working class,0.3780742,0,before 2015,1,0,10238,12000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.618973,-74.00523,"(40.618973, -74.00523)",BAY RIDGE PARKWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
918883,26-39,female,10-19y,poverty,0.617332927,1,before 2015,0,1,10238,13000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.65642,-73.933815,"(40.65642, -73.933815)",SCHENECTADY AVENUE,,,1,0,1,0,0,0,0,0,Unspecified,,,1
438362,16-25,male,0-9y,poverty,0.215443692,0,before 2015,0,1,10238,13000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.778893,-73.80558,"(40.778893, -73.80558)",,,157-30    WILLETS POINT BOULEVARD,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
483085,65+,male,0-9y,upper class,0.562409023,1,before 2015,1,1,10238,11000,0,0,0,0,Motorcycle,40.84549,-73.888985,"(40.84549, -73.888985)",,,740       EAST 178 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,,,1
809541,65+,female,20-29y,upper class,0.685876328,1,before 2015,1,1,10238,14000,2,0,1,0,Sedan,0,0,"(0.0, 0.0)",21 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
433410,16-25,male,0-9y,poverty,0.23235342,1,before 2015,0,1,10238,12000,0,0,0,0,Convertible,40.753704,-73.87199,"(40.753704, -73.87199)",,,34-55     JUNCTION BOULEVARD,2,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
181687,40-64,male,20-29y,middle class,0.454869385,1,before 2015,1,1,10238,9000,3,1,3,0,Station Wagon/Sport Utility Vehicle,40.56146,-74.11227,"(40.56146, -74.11227)",TYSENS LANE,MILL ROAD,,1,0,0,0,0,0,1,0,Fell Asleep,,,1
619293,40-64,male,20-29y,upper class,0.464138024,1,before 2015,1,1,10238,12000,0,2,5,0,Sedan,40.883724,-73.90146,"(40.883724, -73.90146)",,,5765      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,,,1
873941,65+,male,30y+,upper class,0.542438698,1,after 2015,1,1,10238,13000,5,1,3,0,Sedan,40.70622,-73.72792,"(40.70622, -73.72792)",CROSS ISLAND PARKWAY,109 AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,,,1
516891,16-25,female,0-9y,poverty,0.299115912,1,before 2015,0,0,10238,13000,0,0,0,0,Taxi,40.708363,-73.99886,"(40.708363, -73.99886)",FDR DRIVE,,,1,0,0,0,0,0,1,0,Following Too Closely,,,1
373070,40-64,female,20-29y,upper class,,1,before 2015,1,1,92101,9000,4,0,1,0,Station Wagon/Sport Utility Vehicle,40.716278,-74.00454,"(40.716278, -74.00454)",WORTH STREET,BROADWAY,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
796102,16-25,female,0-9y,middle class,0.463801733,1,after 2015,0,0,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.77039,-73.91771,"(40.77039, -73.91771)",HOYT AVENUE SOUTH,,,0,0,0,0,0,0,0,0,Following Too Closely,,,1
692007,16-25,male,0-9y,middle class,0.333916423,1,before 2015,1,1,10238,8000,0,0,0,1,Tow Truck / Wrecker,40.751114,-73.98503,"(40.751114, -73.98503)",,,60        WEST 37 STREET,0,0,0,0,0,0,0,0,Unspecified,,,1
814024,16-25,female,0-9y,poverty,0.412393402,1,before 2015,0,0,10238,14000,0,0,0,1,Sedan,40.853115,-73.89759,"(40.853115, -73.89759)",WEBSTER AVENUE,EAST 181 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,,,1
741247,26-39,female,10-19y,middle class,0.616592478,1,before 2015,1,1,32765,10000,1,1,1,0,,40.891422,-73.8551,"(40.891422, -73.8551)",,,4158      BARNES AVENUE,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,,,1
98194,65+,male,30y+,upper class,0.638125249,1,before 2015,1,1,10238,9000,4,0,6,0,Sedan,,,,35 STREET,DAHILL ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,1
156407,40-64,male,0-9y,upper class,0.660440443,1,before 2015,0,1,32765,10000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.662846,-73.94284,"(40.662846, -73.94284)",KINGSTON AVENUE,LEFFERTS AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
171918,40-64,male,20-29y,upper class,0.57477055,1,after 2015,0,0,10238,17000,0,2,1,0,Station Wagon/Sport Utility Vehicle,40.88263,-73.839516,"(40.88263, -73.839516)",BAYCHESTER AVENUE,NEEDHAM AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,1
938104,26-39,female,10-19y,upper class,0.704970198,1,before 2015,1,1,32765,7000,3,0,4,0,Sedan,40.836937,-73.927124,"(40.836937, -73.927124)",WEST 167 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
616386,16-25,male,0-9y,poverty,0.285438522,0,before 2015,0,0,10238,13000,0,0,0,1,Sedan,40.856136,-73.85146,"(40.856136, -73.85146)",LYDIG AVENUE,NARAGANSET AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,,,1
581027,40-64,female,20-29y,middle class,0.501061435,1,after 2015,1,0,32765,11000,4,1,0,0,Sedan,40.576553,-73.95667,"(40.576553, -73.95667)",,,35        SEACOAST TERRACE,0,0,0,0,0,0,0,0,Unspecified,,,1
780897,26-39,male,0-9y,working class,0.40749559,1,before 2015,0,0,32765,13000,0,0,0,1,Sedan,40.580208,-74.09975,"(40.580208, -74.09975)",HYLAN BOULEVARD,ADAMS AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
133862,65+,male,30y+,poverty,0.498723686,0,after 2015,0,1,92101,13000,6,0,2,0,Sedan,40.848606,-73.91397,"(40.848606, -73.91397)",GRAND AVENUE,WEST 176 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
101839,16-25,female,0-9y,working class,0.431594719,0,before 2015,0,0,32765,10000,0,0,0,1,Sedan,40.844864,-73.91015,"(40.844864, -73.91015)",,,128       EAST 174 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,,,1
726199,65+,male,0-9y,upper class,0.586645344,1,after 2015,0,1,32765,7000,0,0,0,0,Sedan,0,0,"(0.0, 0.0)",WEST 95 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
991191,16-25,male,0-9y,poverty,0.244800638,1,before 2015,1,0,10238,14000,0,0,0,1,Sedan,40.73848,-73.98343,"(40.73848, -73.98343)",,,290       3 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
662827,26-39,female,10-19y,poverty,0.296405302,1,before 2015,0,1,10238,15000,0,0,1,0,Station Wagon/Sport Utility Vehicle,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
632367,26-39,female,0-9y,upper class,0.799114246,1,after 2015,1,1,32765,5000,0,0,0,0,Sedan,40.761684,-73.94162,"(40.761684, -73.94162)",9 STREET,36 AVENUE,,1,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
295737,65+,female,30y+,upper class,0.626009704,1,after 2015,1,1,10238,,0,0,2,0,PICK UP,40.632145,-73.952736,"(40.632145, -73.952736)",BEDFORD AVENUE,CAMPUS ROAD,,1,0,0,0,0,0,1,0,Driver Inexperience,,,1
634100,26-39,female,10-19y,working class,0.504515747,1,before 2015,1,0,10238,9000,2,0,0,0,Sedan,40.7712,-73.83345,"(40.7712, -73.83345)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
998776,40-64,male,0-9y,poverty,0.278720079,0,before 2015,1,1,10238,15000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.575787,-73.97079,"(40.575787, -73.97079)",WEST 2 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,1
24843,16-25,male,0-9y,poverty,0.365176774,0,before 2015,0,1,10238,7000,0,0,0,1,Sedan,40.609253,-73.92338,"(40.609253, -73.92338)",HENDRICKSON STREET,AVENUE U,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
290962,26-39,male,0-9y,middle class,,0,before 2015,0,0,10238,14000,0,0,0,0,Taxi,40.657333,-73.899445,"(40.657333, -73.899445)",,,1705      LINDEN BOULEVARD,1,0,1,0,0,0,0,0,Backing Unsafely,,,1
601142,40-64,male,0-9y,upper class,0.685485062,1,before 2015,0,1,10238,11000,0,0,0,1,PK,40.756546,-73.99218,"(40.756546, -73.99218)",,,350       WEST 40 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,1
31026,26-39,male,0-9y,poverty,0.412151245,0,before 2015,0,1,10238,8000,0,0,0,1,Station Wagon/Sport Utility Vehicle,40.693207,-73.971596,"(40.693207, -73.971596)",,,361       MYRTLE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
67741,16-25,male,0-9y,poverty,0.29914771,1,before 2015,0,1,10238,13000,0,0,0,1,Sedan,40.675644,-73.94161,"(40.675644, -73.94161)",KINGSTON AVENUE,BERGEN STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,1
800279,26-39,male,10-19y,middle class,0.607668872,0,before 2015,0,0,10238,16000,3,1,0,1,Sedan,40.76236,-73.994064,"(40.76236, -73.994064)",,,454       WEST 46 STREET,1,0,0,0,1,0,0,0,Following Too Closely,,,1
914799,65+,male,30y+,upper class,0.738787652,1,after 2015,0,0,10238,13000,7,2,4,0,Sedan,40.700726,-73.94194,"(40.700726, -73.94194)",FLUSHING AVENUE,BROADWAY,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
600491,26-39,female,10-19y,working class,0.426398087,0,before 2015,0,1,10238,14000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.675186,-73.933304,"(40.675186, -73.933304)",SCHENECTADY AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
213761,16-25,female,0-9y,working class,0.503454287,1,after 2015,0,0,10238,15000,0,0,0,0,Sedan,40.591133,-73.94984,"(40.591133, -73.94984)",,,2885      OCEAN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
655686,26-39,female,10-19y,working class,0.489145819,1,before 2015,1,1,10238,10000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.790314,-73.94769,"(40.790314, -73.94769)",LEXINGTON AVENUE,EAST 103 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
528944,40-64,male,20-29y,upper class,0.715407037,1,before 2015,1,1,10238,13000,4,0,2,0,E-Scooter,40.67043,-73.928185,"(40.67043, -73.928185)",ROCHESTER AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,,,1
927765,26-39,female,10-19y,poverty,0.477748882,1,before 2015,0,0,10238,16000,0,0,0,0,Station Wagon/Sport Utility Vehicle,40.77954,-73.988,"(40.77954, -73.988)",WEST 70 STREET,RIVERSIDE BOULEVARD,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,,,1
702846,26-39,male,0-9y,middle class,0.617759119,1,before 2015,0,0,10238,,0,0,0,1,Sedan,40.725483,-73.94973,"(40.725483, -73.94973)",,,182       ECKFORD STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
202838,40-64,female,20-29y,upper class,0.550012456,1,after 2015,1,1,10238,,1,0,0,0,Station Wagon/Sport Utility Vehicle,40.86247,-73.90029,"(40.86247, -73.90029)",WALTON AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
472762,40-64,female,20-29y,poverty,,0,before 2015,1,1,10238,7000,0,0,2,0,Sedan,40.894978,-73.846375,"(40.894978, -73.846375)",BUSSING AVENUE,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,,,1
75361,65+,male,30y+,upper class,0.658710111,1,before 2015,1,1,10238,10000,4,0,1,0,Sedan,40.862717,-73.9023,"(40.862717, -73.9023)",WEST FORDHAM ROAD,DAVIDSON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,1
977617,40-64,female,20-29y,middle class,0.700559219,1,after 2015,1,1,21217,12000,2,0,0,1,,40.69537,-73.76326,"(40.69537, -73.76326)",QUENCER ROAD,MEXICO STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,1
331884,65+,female,20-29y,upper class,0.634387169,0,before 2015,1,1,32765,7000,0,0,1,1,Sedan,40.661835,-73.893105,"(40.661835, -73.893105)",PENNSYLVANIA AVENUE,,,1,0,1,0,0,0,0,0,,,,1
715735,40-64,male,10-19y,working class,0.195816512,0,before 2015,0,1,32765,11000,0,0,2,1,Sedan,40.621315,-74.01071,"(40.621315, -74.01071)",,,1135      76 STREET,1,0,1,0,0,0,0,0,Unspecified,,,1
125970,65+,male,30y+,upper class,0.793694017,1,before 2015,1,1,10238,10000,4,0,5,0,Sedan,40.839733,-73.89882,"(40.839733, -73.89882)",,,1639      FULTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,1
776573,65+,male,10-19y,upper class,,1,before 2015,1,1,10238,11000,1,0,2,0,Sedan,40.706367,-73.816734,"(40.706367, -73.816734)",QUEENS BOULEVARD,87 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
177683,26-39,male,10-19y,middle class,0.451003533,1,before 2015,0,1,10238,,0,1,1,0,E-Bike,40.63878,-73.98322,"(40.63878, -73.98322)",,,1435      39 STREET,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,1
995108,65+,female,30y+,middle class,0.676270833,0,before 2015,1,1,10238,8000,2,0,4,0,Station Wagon/Sport Utility Vehicle,40.76468,-73.9643,"(40.76468, -73.9643)",3 AVENUE,EAST 64 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
95244,26-39,male,10-19y,working class,0.636109216,0,before 2015,1,0,10238,15000,1,0,0,1,Station Wagon/Sport Utility Vehicle,40.6287,-74.11615,"(40.6287, -74.11615)",BROADWAY,CLOVE LAKE PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
763955,16-25,female,0-9y,poverty,,0,after 2015,0,1,10238,11000,0,0,0,0,Sedan,40.80347,-73.956055,"(40.80347, -73.956055)",,,2120      8 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
531981,65+,female,30y+,upper class,0.706051204,1,before 2015,0,1,10238,13000,1,2,2,0,Sedan,40.66235,-73.95082,"(40.66235, -73.95082)",NOSTRAND AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,,,1
496724,26-39,male,10-19y,upper class,0.642966482,1,before 2015,0,0,10238,14000,0,0,0,0,Sedan,40.703,-73.813484,"(40.703, -73.813484)",,,88-27     139 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,1
855986,26-39,male,10-19y,poverty,0.361735862,0,after 2015,1,1,10238,10000,1,0,4,0,Station Wagon/Sport Utility Vehicle,40.719296,-74.008705,"(40.719296, -74.008705)",HUDSON STREET,FRANKLIN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,1
